Liv__1 Liv__2 Liv__3 Liv__4 Liv__5 Myo__1 Myo__2 Myo__3 Myo__4 Myo__5
Rab21 25.0212114985662 25.2136259393049 25.4254298075218 25.9205915835444 25.5306292140339 NA 24.9997575580689 25.2935300055946 NA 24.8569135619408
Rab2a 27.6150364748527 28.0745990708616 27.7874334461783 27.6713417606369 27.6589834146046 NA 29.0601091222782 28.0381980464352 27.7710751346192 28.7524059355083
Rab32 25.578028937733 25.212587150541 25.6411117307868 25.4452831034739 25.4381946692233 NA NA NA NA NA
Rab35 25.7477657536937 24.4368720939638 26.2348984048318 26.1542171597073 25.1059649874451 26.6275610991162 28.2395960827528 26.2269253012992 25.9564853181466 23.5144253276285
Rab5a 26.2967279000641 25.9467808550297 25.7077121674163 25.944652666721 26.0239583399347 NA NA NA NA NA
Rab5b 26.2134972154127 26.807216048372 26.4818767243479 26.576581301818 26.5469404655143 NA NA NA NA NA
Rab5c 28.0707743745416 27.6013587739805 28.1755275987167 27.1012920174701 27.3511066954209 NA 26.9439403959341 NA NA 26.8980465469245
Rab6a 26.5281951457813 26.3379167392948 27.1192511982774 26.544257613596 26.9481406374971 NA 25.5032314393816 26.4850483663236 NA 25.2270942227057
Rab7 30.05666401688 30.2366304774754 30.1940402094926 30.2699425427563 30.2183367810222 28.1935748007422 29.984502163152 29.8591312742065 30.0834596398309 29.9987432466424
Rab8a 27.5628923334776 27.1366014820845 27.5470288278146 27.6901659014192 27.4241492932858 NA NA NA NA NA
Rab9 27.0989282101983 27.2400445705254 27.2964058678838 27.2254692262392 27.1548894248961 NA NA NA NA NA
Rac1 26.5105569616342 26.4923381747624 25.8936447747588 26.1818222333422 25.9011532427457 NA 27.2725759521289 28.0254136793229 28.4826571723163 27.4348119116757
Rack1 31.1697119997937 30.902055684894 31.0737533331981 30.702963544817 30.855693171654 27.7204414911328 27.2006436347419 27.7527275735894 28.0498492847632 26.8500668082509
Rad23a 26.3536412249894 26.2183891628385 26.213153485622 26.1566863540665 26.4838282002133 NA 26.8287075495357 27.0335059585999 26.8293374133878 26.6177755516985
Rad23b 29.5265928851057 29.5691194974166 29.7261226241449 29.5912844756934 29.7976264789205 28.4536904275253 29.0208430901299 28.4039194576951 28.8709305996266 29.0839302570618
Rai14 25.4004354364684 25.1636271890064 25.1162967706341 25.3144072159216 24.996993959194 NA 25.9790884899922 NA 25.740614897411 26.1726344823333
Rala 23.9586801398135 26.1242182680488 26.6889484591522 26.1562751150383 25.8724664361744 NA 26.632144257317 27.0317822000136 26.4092067706846 26.198183079784
Ralb 26.0139269638098 26.2081428058135 26.2849480598084 25.8905950119028 26.3344235873476 NA NA NA NA NA
Raly 26.4596139529352 26.8263383307854 26.7745453148108 27.3853113198908 26.9194705129768 NA NA 27.000288838735 NA 25.9005076137667
Ran 29.7841323766748 29.4599794623822 29.8979188256432 29.726123507603 29.6314428751651 29.9045560479573 29.6107808577433 29.5702616403613 29.6906914865875 29.5361961421802
Ranbp1 28.145164518613 29.3204634604808 28.1619571344385 29.7217296265475 28.945137416553 NA 26.5754631952107 NA 27.2964269147299 26.8407984111327
Ranbp2 28.6092050399087 28.2456482113092 28.0209472967166 28.3205068970351 28.5878063357518 NA 29.2827020951813 29.6323195931129 NA 29.5526286092722
Ranbp3 25.462510104484 25.7823978214008 25.665238122186 26.0350477088391 25.3729850482034 NA NA NA NA NA
Rangap1 25.1855540922393 24.9918087412482 25.2540366635917 NA 25.3274669112279 NA NA NA NA NA
Rap1a 29.8768447029626 29.8341404735026 29.6867372844989 29.5729140722191 29.7906049309722 29.3690993231184 29.4123108838783 28.5729414652851 29.4503252309291 29.3138479514261
Rap1b 26.5191768633081 26.8926096773736 26.77906475664 26.6023715966313 26.7150184126444 NA NA NA NA 26.8555839317467
Rap2c 29.8916608409792 30.166866808983 30.0945710141534 29.2846451541044 30.2854626744871 NA NA NA NA 24.6610416790713
Rapgef4 24.8190904818919 25.7130374471209 25.0919470308117 25.6171891360499 25.4630812237251 NA NA NA NA NA
Rars 29.7316649567807 29.5456223161086 29.4999218395736 28.8692417790945 29.6765981597867 27.1492193511518 28.6529843767285 28.511665232332 28.7596569138714 29.4258807160408
Rbbp4 25.9750471596636 26.1536998977294 26.6271218268781 26.2802170565291 26.0637960990206 NA NA NA NA NA
Rbbp7 27.5629471856739 27.8744845199976 27.5614250488912 27.6973917890597 27.4305020420587 NA NA NA NA NA
Rbbp9 28.1812726714271 28.0844163725557 28.0141007122292 27.5840917630828 28.4493941515434 NA NA NA 26.8680720174659 NA
Rbm17 24.4454500323937 NA 24.7852245106197 25.1108172278054 24.6303859462312 NA NA NA NA NA
Rbm25 25.6402000629793 25.8684453205672 25.1344412598972 25.6200151801286 24.7250804537976 NA 26.1335250279768 NA NA NA
Rbm3 27.7743116629929 27.4104746771005 27.6430765931984 28.3742147400967 27.4264680222922 NA 26.7348587575499 NA 27.0883306094331 26.6877166320746
Rbm39 24.9744369418644 25.0602345065322 24.6238291929417 24.9221082229567 24.4827087781889 NA NA NA NA NA
Rbm47 25.9792621510834 25.8080899188508 26.6653162450561 26.9176020433123 26.4554622784322 NA NA NA NA NA
Rbp1 26.9292301725008 26.8975970139552 26.6301268165938 26.7818364387471 26.6367672859165 NA NA NA NA NA
Rbp4 25.1628901108605 25.0495826380804 25.2235895159974 25.6542796682601 25.5064408698643 NA NA NA NA NA
Rbpms 25.6959458889877 26.4690157295675 26.3447058359699 26.3261544160184 26.543767421409 NA NA NA NA NA
Rbpms2 24.7758647606912 25.1730970133096 25.2351352595167 NA 25.2079437365044 NA NA NA NA NA
Rbx1 25.1934272074439 24.5696732719497 24.9363682587968 24.3954871519056 NA NA NA NA NA NA
Rcn2 24.8437892781781 24.3961037132164 25.0571220721941 25.0354204539518 24.5858873808835 NA 25.8743089443898 26.6876514685196 26.549774123221 25.8085452720651
Rdh11 26.7365850945584 26.7566829654107 27.253530110718 26.8552904075983 26.9099840791851 NA NA 26.7878745337973 NA NA
Rdh16 29.1139815087156 29.2353697049148 29.0752424388258 28.9937494589464 28.861131618884 NA NA NA NA NA
Rdh16f2 24.7658349238336 25.6061130801427 23.628725266933 23.6470779538529 23.6420158411947 NA NA NA NA NA
Rdh7 31.8981429160271 31.503845174465 31.6304519817005 31.3734114803268 31.5989979706335 NA NA NA NA NA
Rdx 32.3640276157636 32.5565546369804 32.4566373944055 32.5815543318586 32.4659120905311 29.1769084638041 31.3712760445586 31.9758869100006 31.4797246587822 31.3050394691839
Reep5 26.9853160798295 26.9842118353392 27.7600786649446 26.645008117753 26.8909081145592 29.2742025371513 29.1942322264475 29.1947391323412 28.9706000499519 28.9348802859967
Reep6 29.7273888536856 29.9312020305535 30.0240729021388 30.1905006040176 29.8182620041781 NA NA NA NA 28.5483526093489
Retsat 30.4175233947617 30.3199747150498 30.129852181886 29.76249062764 30.7299817909931 NA NA NA NA 25.6540150344749
Rexo2 27.2018494999487 27.4357176300125 27.376606890235 26.8353920231058 27.2483887087163 NA NA NA NA NA
Rfk 24.6565364578436 22.4450423308593 24.8941281650706 23.6094389211405 23.920061349041 NA NA NA NA NA
Rgn 34.1630895927744 34.2171648352768 34.0911676272462 34.1911489639944 34.0151633698114 NA NA NA NA NA
Rgs13 NA NA NA NA NA 30.1988987976355 30.4353476774862 31.1314439491072 30.7488197563546 30.4357175177034
Rhoa 29.8595321547194 29.6311083062626 29.679261539185 29.7724754926167 29.4577457951874 29.2369729276269 28.979770106377 29.7854672284989 29.0666933732415 29.2789788687675
Rhog 25.4991359469464 25.4741791141094 25.1527226326429 25.3011506655594 24.8905291786708 NA NA NA NA NA
Rhot2 26.3033095494393 NA 26.1275681053383 26.3780994420766 26.7114147168288 NA NA NA NA NA
Rida 32.9020778496855 32.9056431282578 32.9538798896391 32.7213821705892 32.8198176231544 30.6649434750068 25.0631308480727 NA NA NA
Rmdn1 29.5971228334018 29.4311840464883 29.6378110956915 29.763278462842 29.3519670859895 27.0438772405808 27.4074032421572 26.8818873217103 26.7377905429071 28.0359377899006
Rmdn2 28.7434258586663 29.559352466272 28.4678083339266 28.2490267318034 28.8266818781865 NA NA NA NA NA
Rmdn3 28.5162903969136 28.7282096365714 28.5390838811368 28.3469051416749 28.6051782350109 NA NA NA NA NA
Rnaset2b 26.3641299225609 26.189428338855 26.7994068293766 26.0777576274176 26.5662649863081 NA NA NA NA NA
Rnf185 25.7006002957238 25.2367616726863 25.9791203871604 25.4685465989748 25.7780376882785 NA NA NA NA NA
Rngtt NA NA NA NA NA NA 25.8976091521553 26.6872865186008 25.7747429633384 26.4251513190886
Rnh1 27.5210415041766 27.8789597827004 26.7464812347312 27.0199227652934 27.2082478430017 29.2356611355296 29.1371171008211 28.5232805447059 29.5337412391167 29.0381542522215
Rnpep 26.0620065170927 25.8829006816141 26.0407749262785 25.9852889182257 26.3923848969219 NA NA NA NA NA
Rnps1 26.4947721442439 27.0628073374094 26.7843795519119 27.3561852654434 27.1311012462699 NA NA NA NA NA
Rock1 24.1485458195094 24.2027235904606 23.9653061270982 NA 24.2826464306358 NA NA NA NA NA
Romo1 24.6201381681451 25.0616384375905 25.0281336856241 24.9629365401256 25.0107214271886 NA NA NA NA NA
Rpl10-ps3 31.032406566809 31.3369830498395 31.2248042482956 30.9931739157044 31.2009471642862 29.9635079536959 29.1991666058946 29.6911953213321 28.9997989767781 29.5157620246568
Rpl10a 31.822697070859 31.8312853468219 32.1665350659653 31.9930779695041 32.0345369242835 29.0179580547516 29.0314601975039 26.603648659898 29.2113560213474 28.5148563396077
Rpl11 31.3299847159924 31.3112308343445 31.358775841162 31.116196106745 31.338280978477 27.596184432827 29.0402215303467 28.0883046262688 28.9883894516678 29.2183516435321
Rpl12 31.475567475808 31.6204639805754 31.2249284811163 31.0271190163932 31.3411199988242 29.6382290130295 29.5986399266948 29.5786228553262 29.3235823197654 29.3163508000922
Rpl13 32.6043196673195 32.5005601398239 32.721844843721 32.219658664571 32.5182924137751 29.8540672892633 30.0266676737242 30.6515485430852 30.107029267397 30.1906462138181
Rpl13a 30.7323357650121 30.5647943954323 30.6493353690208 30.2730278457497 30.5055722666739 27.2255062728283 26.2046904678046 26.4807986977371 26.7713894130304 27.7300108637471
Rpl14 30.7108374421225 30.6552026223226 30.6762361322111 30.7363623655094 30.7025253537718 NA 27.814114744628 27.236330521275 27.272202745405 27.1839631817805
Rpl15 30.3712107834817 30.7804428695975 30.6153674663996 30.6625729403347 30.738141784698 29.6627360667174 29.0087592364347 29.4203952928713 29.1408691551594 29.2441916484674
Rpl17 31.8132746050481 31.8512099600747 31.7808347757452 31.8570153655387 31.7656688044198 27.1998196291646 29.3176074922328 29.7468869742863 29.2594058384996 29.1663318993298
Rpl18 31.4685573529946 31.5094286990085 31.5969593709022 31.8828006222787 31.6759736435045 29.1074181569925 29.1075651063183 29.3783864530484 28.8860559835357 28.9886229749262
Rpl18a 29.0601268445957 28.4066743990592 28.9188145116796 28.618906319265 28.9753590123483 NA 27.0849734275496 27.8653422788742 27.4239486718743 27.2236946310858
Rpl19 31.7563993782208 31.7728738568667 32.0434090352035 32.0295768595106 32.2002524127106 26.7327681762008 29.1728494624236 29.8242441913704 29.4699742803033 29.5307333044686
Rpl21 31.4231621077196 31.2392607335201 31.394595802569 30.9368743506997 31.2748609200775 29.5982542390931 29.2002093714443 29.0157696287372 29.5431198346726 29.362717208309
Rpl22 31.4450527795687 31.2219251283682 31.2392673743339 31.3362645713202 31.1072848806158 29.5674673236342 29.2134676750994 29.1996295715235 28.9872150387276 28.8948363548873
Rpl23 31.3099430183003 31.2199181126244 31.4438501930073 31.2752388730651 31.3840044931139 28.9527703422919 29.291018620682 29.3670683291448 29.0421242662055 29.0111209852961
Rpl23a 31.9433520406088 31.9924703443352 32.3225857171718 32.1473317184349 32.0705261811755 26.8083154138493 29.408606658082 28.2127682288212 28.9308365676852 29.1926833673471
Rpl24 31.4672391543883 31.3557019506243 31.1913301270222 31.424074409964 31.2157609991544 26.5068117806683 28.6421543979826 28.9402806934984 26.3537529248453 28.7441163574114
Rpl26 31.9300703368248 31.8824119677011 32.1130803489569 32.0104122158808 32.0171864393226 29.8592322885444 28.6305550784989 28.9574272209312 28.9541193785552 28.9180925866542
Rpl27 31.5503381874389 31.5316195366583 31.5698939152846 31.3166171142974 31.609894213193 NA 28.1727609308946 28.0936775279507 25.6345572232593 27.7114992784632
Rpl27a 31.4433405142384 31.25881502216 31.2677657803335 31.4033220385138 31.2038094832886 NA 28.9616078135192 30.0686583812281 28.6751507146206 26.4393394281479
Rpl28 31.0426699854453 30.7716531640761 30.9693120564961 30.8819199983597 31.0390849859518 26.7589182368415 28.2892230393022 28.7530488098622 28.4955299331407 28.0213954763617
Rpl29 31.5580984324064 31.5496230886288 31.4168435379925 31.6486917314042 31.6751926177917 26.2804836537312 28.3498883833445 29.1023480305799 28.304735907607 28.5763568639159
Rpl3 32.678404361187 32.5530583676093 32.7712825278018 32.7728667471098 32.7626425915491 NA 23.7770279485698 26.2428543556387 26.0094161116571 25.4824081500398
Rpl30 29.9671728779074 29.9111157907001 29.5560367031442 29.1053099263782 29.8587782088113 NA 27.5714751548373 28.0583905724849 27.8159454066738 26.3894429839009
Rpl31 31.6763301012484 31.8494330507763 31.7733792627198 31.817438674349 31.6968107291479 30.2078695367251 29.7509790891986 30.0577591717078 29.7485467314602 29.6960765895009
Rpl32 31.7368099966177 31.8055935691005 31.5937240886394 31.6290988022243 31.9295186447359 NA 28.4050436408822 28.8657242754746 28.2301006462754 27.7172139430484
Rpl34 30.097281654354 29.2592739459915 30.1422714411401 30.0185659278072 30.0682196757772 NA 27.9159341570907 28.2826490507229 27.848529018865 28.2427435302504
Rpl35a 30.4882593576958 30.372532332571 30.2643046306411 30.0409221384323 30.0530045636732 NA 27.6658320064878 27.0111343676515 25.7199219598578 27.8060981687001
Rpl36 28.6457109956726 28.3348235916939 28.6449595545357 29.0756243494808 28.6963919962169 NA NA NA NA 26.2058233567452
Rpl36a 30.6175341223933 30.6173182918898 30.4096842874844 30.1734978168879 30.0505012214098 NA 26.5996017980902 26.2992478466079 26.9320281712199 26.317373187313
Rpl37 28.4311096156746 28.6625459089121 27.6748544376622 29.1339619264442 28.3873884399553 NA 24.9502071714677 25.8177524062126 NA 25.9021559801314
Rpl37a 29.2346732748844 28.1235163974239 29.0353940159771 29.5803414197415 29.3420808452084 NA 24.5492416480299 24.5360089658901 24.3560486638121 NA
Rpl38 28.8496511803359 28.9547951933243 28.9127605623965 28.7482127866758 28.9722899013483 NA NA NA NA NA
Rpl39 29.5006258017503 29.4796450371273 29.0539181516128 29.6499094011599 29.1816393292056 NA NA NA NA NA
Rpl3l 28.5490857427998 28.3118044868435 28.1927027425249 28.495591855766 28.0420929263943 28.7702162780448 27.8929733857772 28.5522062614691 27.5342043092671 27.6903207754547
Rpl4 32.7845587462741 32.8071346771098 32.733185373668 32.7510467740388 32.7648467726696 26.3062330021751 29.0082301104539 29.3653884395264 29.5482690847238 29.8970361444483
Rpl5 32.5313838265304 32.6366628434605 32.6638568461867 32.712508219956 32.6280889688743 27.9124200546927 29.574270621258 30.0981999165199 30.1781969545205 29.6706741480856
Rpl6 32.2221022341041 32.1793372524279 32.2224003086342 32.3366048964739 32.1574508413362 29.4669316779439 29.9473083756387 30.1687801647955 29.6912379661283 30.0569924813714
Rpl7 32.3473255388662 32.3457527714883 32.629936060647 32.3792415251398 32.4215399864377 30.345785898663 30.2650382423576 30.296615291134 30.4703309227322 30.1478510433368
Rpl7a 32.2642052196751 32.1592823842992 32.2109474783646 32.074794996894 32.2170065346119 29.9349075211843 29.7370957422236 30.1104653890933 29.4335699077544 29.8028930687072
Rpl8 32.6113150293067 32.6361394344856 32.6515090664455 32.5225848656652 32.7468507119946 29.5515465125929 29.503245521164 29.7007904100794 30.3493776067548 30.219238507746
Rpl9-ps6 30.5863694431456 29.9350370044924 30.5023154466469 31.063942397094 30.1937664227233 28.137599912066 28.3389889936964 24.8159261208009 28.0322196701688 27.7161920836921
Rplp0 31.885176930368 31.8021564987321 31.8620773836537 31.6764114878597 31.8763359144968 27.3067854111902 29.4912498009492 29.3189969072995 29.4370408434741 29.1457969797163
Rplp1 31.3132483499958 31.6141325077383 31.1274174771076 31.3313777348104 31.2303817336451 30.2062666692821 29.959077548774 29.7329025952331 29.9098601537833 29.7526343694054
Rplp2 33.4910546675654 33.6463767909831 33.4887218551615 33.488636346725 33.6048501633685 29.9733172952696 30.5404078675815 30.1802576491283 30.6981711831865 30.122203730434
Rpn1 32.8182520495752 32.8742237737633 32.9265144588956 32.8325314558032 32.8511361986047 NA 29.0233001359254 28.3686564249937 28.1128171245743 28.5764037907473
Rpn2 31.1296757787276 31.0947483820347 31.2755831119432 31.0425455676849 30.9750341176186 25.158007784104 27.7101015821562 27.7766691140145 28.0582111812739 28.0579506527389
Rprd1b 24.3237311068187 25.1878006431996 25.0397206878962 25.7789187754797 25.3703934019381 NA NA NA NA NA
Rps10 30.6868132892782 30.9222139140059 30.586716175421 30.8110305476187 30.3772972129336 29.0224491875291 27.2287359417712 28.5212882807241 27.4344318966152 26.9109503336377
Rps11 31.0770677655019 31.1761228452203 31.2720605341381 31.0688668982223 31.1713870209259 27.8432962242217 28.3588395536449 28.2630629166053 28.6411612866396 27.8401106468175
Rps12 31.7177210282037 31.5999100963162 31.2853849332326 31.2253875496156 31.4629465577173 30.1181923758157 29.73007356217 29.1994948849677 29.9071153852206 29.8557772680787
Rps13 31.0831999712289 31.1561370220466 31.0796272825694 31.2176892267485 31.0559836519103 29.6059161968943 28.8551865716746 28.5739808335379 28.6553014954393 28.7338026643611
Rps14 24.9040245195823 25.2645529567769 NA NA 25.3910217280708 NA NA NA NA NA
Rps14.1 31.9736603964359 31.728019307815 31.8625033265028 31.891757561835 31.8196762725404 29.6832421364614 29.6305121034154 29.3921231262065 29.6315581920657 29.284418391699
Rps15 30.7795962444685 30.3174468892644 31.2480554745991 31.2455433100052 30.8654216509904 28.820773286845 28.7079852383405 28.2129684038844 28.4405294517874 28.5434158895532
Rps15a 30.6369443389165 31.0485406473813 30.6889004261566 30.2332887306985 31.007017774195 27.1717336075563 28.844444246109 29.3538464560111 NA 28.7986353137352
Rps16 30.9933059308677 30.8689710856956 31.1900155984202 31.0338039072756 30.9793937883004 29.7287593124477 29.1528814574746 29.5804082571346 29.3220023352079 29.5337090069335
Rps17 32.22129877645 32.073183534201 32.2483203294706 32.3822484778291 32.1462221877785 NA 29.6168891457428 29.4758582416253 29.6481136121475 29.3004729425197
Rps19 32.1101484274153 32.1558403660736 32.0938229575975 32.3952853244891 32.2406386057764 29.9175529014215 29.504183996773 29.1797968850306 29.3965180124237 29.3170811506026
Rps2 32.0327036519679 31.8545885066581 32.0794669843925 32.1265547270975 32.1001566623378 29.7832707124515 29.5790661890009 29.6974799182357 29.4532665062412 29.5795210041937
Rps20 30.2501366492356 30.5048489380763 30.6963265191437 29.7089345370762 30.4812568052622 NA 28.0878559360827 28.7285220332448 28.586842296493 27.3376037918013
Rps21 30.6932798284978 31.0678810601155 30.5903851098423 31.2395705787115 30.6926796680207 29.1101333931281 NA 27.4556435496795 NA NA
Rps23 31.4082416670767 31.5020510005726 31.5541262411565 31.1424304262694 31.5385825526384 NA 29.9621030890946 29.6177277979046 28.6906696230996 28.5808548937336
Rps24 30.9458255184037 30.7445939467874 30.490858619904 30.7771635579967 31.0003482965239 NA 27.5730860048735 NA 27.1622183306937 28.1510684593274
Rps25 31.1496273329679 31.2431756667764 31.3939329854682 31.2968149932455 31.4201421975807 28.1114890972601 28.8102498731328 28.172713345771 27.6206519294479 28.3117918068002
Rps26 30.8424612996061 30.3430091858639 30.2729019309782 30.38087412468 30.2568493048398 NA 26.0897827494533 26.1342792498053 26.5175971975225 26.743614957369
Rps27 26.7316161585584 27.0484029696883 27.0974869958578 27.3881743326767 26.8304133175579 NA NA NA NA NA
Rps27a 33.6680190462669 33.4727617574081 33.5954707609189 33.5552980561279 33.6758330900768 33.9278442917817 33.7451708970776 33.978636584861 33.9761536881893 34.0054029427162
Rps27l 30.3554632599866 30.4221042763958 30.4542373727448 29.8260285820114 30.5892133640666 28.1837270147859 28.7927670734326 29.5410881896158 29.5352761119334 28.8317217217665
Rps28 32.2062328106415 32.518846534019 32.4006941380681 32.1897263733891 32.5278935751153 29.6050609338724 29.6456671188601 29.374872113976 29.6186078498797 29.6817528253049
Rps29 29.2490120330626 28.9952331162305 28.7666020635422 29.2610771994309 29.057979081054 NA NA 26.3047928686784 NA NA
Rps3 32.1805891445944 32.108421297394 32.1556495264598 32.0333607653909 32.2191514874912 29.6984075909316 30.293680670994 30.2208697737454 29.8714321985814 30.1585323036739
Rps3a1 32.8770653154015 33.0713698118305 33.0400709310956 32.9821464027982 32.9056915518257 31.2416752097218 30.9467562205171 30.9217037456381 30.7377524524518 31.1509739317893
Rps4x 32.4900093146929 32.4834036130387 32.675796921057 32.4498030226168 32.6445416860215 29.5179472749037 30.6488743127429 30.7226292743016 30.6959945155424 30.5825380459313
Rps5 30.8748576714498 30.8998226211688 30.8514682033532 31.0603753298446 30.9257673285903 29.9920840569816 29.6957556430379 29.2033285329349 29.1757465893955 29.4022757225318
Rps6 32.3670544010147 32.3562581933833 32.3754359289804 32.3241879253978 32.3353374880291 28.3829180166294 30.031769371432 30.336297223325 30.4360499993651 30.3519843040646
Rps6ka1 22.9570114738696 NA NA 22.5349997536534 23.126881235601 NA NA NA NA NA
Rps7 31.8055877652768 31.8152491698258 32.028990578029 31.7571897056834 31.8213715665556 30.2039737650472 30.0208266957749 29.5616421165229 29.9610243254299 29.9459645321002
Rps8 31.8321721846105 31.994411476311 32.0997062524586 31.9417046684151 31.9699990602791 29.1919737629118 29.6950982851836 29.8378505218184 29.5399195015327 29.8042360709889
Rps9 31.251328466768 30.9910127794527 31.3437146335668 31.122393883008 31.2467915516252 28.6627360667174 29.5816914154848 29.8655120676282 29.5884860189459 29.6162517241103
Rpsa 29.0975467442667 29.3989511243411 29.1978595477654 29.4029393196005 29.143731078244 27.3867176171891 NA NA 26.8808069480708 28.7744177668466
Rrbp1 33.8259861624299 33.9193532748937 33.7526613259508 33.7375082710826 33.8796890791319 25.3849747806174 23.3369087682644 21.0168691780563 28.2734295021391 28.1685437382857
Rsl1d1 26.8338040608912 26.9488223373104 27.2098766836476 27.1311047586621 26.9072621727525 NA NA NA NA NA
Rsu1 28.3078989035872 28.6325260078654 28.7909285006313 28.8728963676311 28.821857183675 29.670268401528 29.2602689065444 28.7850409366398 29.3704131289192 29.104935421167
Rtcb 29.9795539454491 30.0569728973964 29.910125840592 29.6901185541475 29.8921776854164 26.6504568587444 28.0004361321511 24.823357289101 28.1483391481625 28.4313394702982
Rtf2 22.6353504952654 NA 23.2082555950201 23.0596938402899 22.6373587025076 NA NA NA NA NA
Rtn1 27.6356801487396 27.3989819765387 27.5508924593765 27.5060382913655 28.1456449221431 33.1000860517199 29.1063604536498 NA 27.9872862424904 NA
Rtn2 NA NA NA NA NA 32.0155161551537 32.0961423321451 32.369584501604 31.9757948757666 32.1991586153065
Rtn3 28.0353944358956 27.9448970934922 27.9689264030186 27.7779211472675 27.9442456029962 NA 27.547002978155 28.1216682112397 27.4079732253022 27.7225668622655
Rtn4 25.3941598969485 25.9237887377613 26.5129224949499 25.8978125712775 25.9214109235462 31.4937194633854 31.2548984289919 31.5663108884571 31.5851614157918 31.3300254719183
Rtn4ip1 26.517592851654 26.3795382691217 26.3439739368889 26.7258463948754 26.2119748475242 27.6496276044948 27.3188614877239 NA 27.3265682756167 26.3645064409082
Rtraf 28.4321609785119 27.8000377505898 28.1501779811107 28.5365363284948 27.2442155653505 24.4537141812614 22.4824211768058 22.9993235852426 NA NA
Rufy3 23.835784849083 23.4741791141094 24.3065467519793 NA 24.017236733196 NA NA NA NA NA
Ruvbl1 26.8445836740259 26.6610287846506 27.2342402710487 27.6348601623769 27.3497290023351 NA NA NA NA NA
Ruvbl2 26.3617356165759 26.0728983263232 26.4170102845733 25.8878728982889 26.5611875414835 NA NA NA NA NA
Rwdd1 25.5963459017634 NA 25.8116875722741 26.0719843445664 25.7277634251393 NA NA NA NA NA
Rxra 24.1886857452598 24.0094077603088 NA 25.0782497529869 24.2085242478384 NA NA NA NA NA
Ryr1 NA NA 22.9328356157697 25.0927640838558 NA 34.204088496849 33.9201725459654 34.0198609748602 34.0454321167036 34.4968856507616
S100a1 25.719029819692 25.9903842937537 25.8450036167199 26.5020521994064 25.2367411100962 27.2426550737705 26.6056481973522 27.5472931110407 26.4200504903291 26.1571555769409
S100a10 26.4909717879174 26.4939567125211 26.8050019478165 26.964941676016 26.8131591278154 28.0784412782581 28.5491416190639 28.7191571953191 27.8061300222265 28.7197229415559
S100a11 26.7147308578195 26.6758740904555 26.2216783449401 26.8340213727649 26.626253922668 28.077208337223 27.7913069723265 NA 25.9926023459794 NA
S100a13 28.5466191941476 28.9351859366365 28.9989344925476 28.7128316024045 28.7208431767947 NA 26.9717525761067 NA 25.6073897878129 26.3496029757799
S100a6 26.773648245981 27.017950641778 27.0845466361212 27.1976956891125 27.2869194545863 28.9231394196411 29.5527972613259 29.1976416686105 28.6475730744713 29.8113311921269
Sacm1l 25.7996146769751 25.7192183976491 25.775305571183 25.5484632670514 26.4053435040361 NA 25.9716168760604 25.0715497576089 25.7532648860037 NA
Sae1 24.2432114702691 24.9355773421103 23.7003922527834 24.3928364632192 24.54571584102 NA NA NA NA NA
Safb 27.4033179450015 27.5400095245597 27.2379876183825 27.693523592211 27.0085960144062 NA NA NA NA 26.2542645130972
Samhd1 28.1261719526566 28.0028860409134 28.3061773030216 28.3699058058547 28.2485567277046 NA 26.7447232957344 NA NA NA
Samm50 26.9750471596636 27.5539869167342 26.9234761532929 27.2556005544754 27.1751131218847 28.8347943805789 28.6699359282708 28.6481969901181 28.7033384812166 28.3774703422349
Sap18 25.6358887512617 25.538845139792 NA 26.0601042381505 25.5663512564176 NA NA NA NA NA
Sar1a 27.4369275468953 27.1682250658298 27.1715454750077 27.216884265961 26.9360900601652 27.6627360667174 27.8765429150161 28.1291122917028 27.9906288614673 28.2181110439833
Sar1b 30.8286120473744 30.9353561259774 31.1679573109639 30.9890424562689 30.9850013993012 31.8605430504567 31.491616569277 31.6427216724289 31.7525424364708 31.6073802649242
Sardh 33.0680377232471 33.0632405638181 32.7685862986418 32.2703582565275 33.0157804599619 27.7908590244815 NA NA NA NA
Sarnp 28.2425198602536 28.2310956137979 28.2465632295552 28.6236242590594 28.334550222857 NA NA NA NA NA
Sars 29.1765663109823 29.44010208575 29.6280740843262 29.3611004513697 29.2030207440494 27.4898154002559 26.7587893835239 26.2132752850474 NA 28.3541756013014
Sart3 22.8614868751676 NA 23.1380485630197 22.6395184546304 23.5499974865723 NA NA NA NA NA
Saysd1 24.615872148345 24.664256544644 24.7161268329369 25.2333927049727 24.9160050341639 NA NA NA NA NA
Sbds 26.3936665413684 26.3462608634275 26.2381845778186 26.5299379422789 25.9280560047186 NA NA NA NA NA
Scamp1 27.5878527956575 28.1222835641425 27.3325202703003 27.5617526141036 27.6419442121945 NA NA NA NA NA
Scarb2 29.1315077256808 29.1520423486802 29.1594980634449 29.1266859269133 29.1965733420151 NA NA NA NA NA
Scd1 27.5783871460989 27.0039818049534 28.7450959370789 25.5777078073198 27.4766740893473 NA NA NA NA NA
Scfd1 26.326887140909 27.0785340117766 26.9044903462407 26.3916723422483 27.009785996911 NA NA NA NA NA
Scfd2 23.552310830403 23.5954476227713 NA 23.6100796917666 NA NA NA NA NA NA
Scly 27.5258895774133 27.9300281967338 28.3497276158781 27.9208337074085 27.7997377627217 NA NA NA NA NA
Scn4a NA NA NA NA NA 26.5620623691155 26.0427620845733 NA 26.3401465766737 26.2435475631099
