name ID ob__vs_WT__p.val ob__vs_WT__p.adj significant ob__vs_WT__significant ob__vs_WT__ratio ob__centered WT__centered
699 Cyp51 ENSMUSP00000001507 0.0545633791144045 0.872 FALSE FALSE 0.803 0.402 -0.402
700 Cyp7a1 ENSMUSP00000029905 0.00554247514402798 0.766 FALSE FALSE -1.13 -0.565 0.565
701 Cyp8b1 ENSMUSP00000052989 0.000361217038813705 0.481 FALSE FALSE -0.864 -0.432 0.432
702 Czib ENSMUSP00000102337 0.982134449276021 0.939 FALSE FALSE -0.00392 -0.00196 0.00196
703 Dag1 ENSMUSP00000142109 0.224000915653355 0.909 FALSE FALSE 0.139 0.0697 -0.0697
704 Dap ENSMUSP00000047186 0.265696838058607 0.913 FALSE FALSE 0.498 0.249 -0.249
705 Dap3 ENSMUSP00000134422 0.0978522400318006 0.889 FALSE FALSE -0.423 -0.211 0.211
706 Dars ENSMUSP00000027602 0.118730594189615 0.894 FALSE FALSE 0.219 0.109 -0.109
707 Dars2 ENSMUSP00000041851 0.654366475456345 0.931 FALSE FALSE -0.224 -0.112 0.112
708 Dazap1 ENSMUSP00000101001 0.707842008688973 0.932 FALSE FALSE 0.091 0.0455 -0.0455
709 Dbi ENSMUSP00000027634 1.93099157670187e-06 0.0133 FALSE FALSE 0.93 0.465 -0.465
710 Dbnl ENSMUSP00000105471 0.927502165329168 0.938 FALSE FALSE 0.0139 0.00695 -0.00695
711 Dbt ENSMUSP00000000349 1.43054841747846e-05 0.0903 FALSE FALSE -0.829 -0.415 0.415
712 Dcaf8 ENSMUSP00000141751 0.888188891316414 0.937 FALSE FALSE 0.0198 0.00989 -0.00989
713 Dcn ENSMUSP00000131431 0.0754052802025956 0.882 FALSE FALSE -0.308 -0.154 0.154
714 Dcps ENSMUSP00000113284 0.000449791375166311 0.511 FALSE FALSE -0.814 -0.407 0.407
715 Dctn1 ENSMUSP00000109540 0.00516272335836937 0.761 FALSE FALSE 0.792 0.396 -0.396
716 Dctn2 ENSMUSP00000026479 0.00220676055979011 0.694 FALSE FALSE 0.524 0.262 -0.262
717 Dcun1d1 ENSMUSP00000142690 0.0666234610119557 0.878 FALSE FALSE -1.47 -0.736 0.736
718 Dcxr ENSMUSP00000026144 0.108706957367869 0.892 FALSE FALSE 0.274 0.137 -0.137
719 Ddah1 ENSMUSP00000112747 0.0533354486093948 0.871 FALSE FALSE 0.252 0.126 -0.126
720 Ddb1 ENSMUSP00000025649 0.0106724710621002 0.805 FALSE FALSE 0.277 0.138 -0.138
721 Ddc ENSMUSP00000136467 0.395515129998662 0.921 FALSE FALSE -0.12 -0.0598 0.0598
722 Ddi2 ENSMUSP00000099542 0.165255684917798 0.902 FALSE FALSE -0.281 -0.14 0.14
723 Ddost ENSMUSP00000030538 0.000165212381131012 0.364 FALSE FALSE -1.07 -0.533 0.533
724 Ddrgk1 ENSMUSP00000086988 0.144194002853024 0.899 FALSE FALSE 0.181 0.0903 -0.0903
725 Ddt ENSMUSP00000134561 0.284856977448851 0.914 FALSE FALSE -0.178 -0.0891 0.0891
726 Ddx1 ENSMUSP00000065987 0.203623789122652 0.907 FALSE FALSE -0.224 -0.112 0.112
727 Ddx17 ENSMUSP00000155307 0.19231132376804 0.906 FALSE FALSE -0.96 -0.48 0.48
728 Ddx19a ENSMUSP00000047898 0.640709568031528 0.93 FALSE FALSE -0.0678 -0.0339 0.0339
729 Ddx21 ENSMUSP00000042691 0.0154366097278921 0.823 FALSE FALSE -0.621 -0.31 0.31
730 Ddx39b ENSMUSP00000134178 0.00842468489639341 0.792 FALSE FALSE -0.913 -0.456 0.456
731 Ddx3x ENSMUSP00000000804 0.242697086801716 0.911 FALSE FALSE -0.161 -0.0806 0.0806
732 Ddx3y ENSMUSP00000088729 0.665061528583466 0.931 FALSE FALSE -0.0827 -0.0413 0.0413
733 Ddx42 ENSMUSP00000021046 0.00685714342388179 0.779 FALSE FALSE -1.6 -0.8 0.8
734 Ddx46 ENSMUSP00000097078 0.0119673236254501 0.811 FALSE FALSE -0.251 -0.126 0.126
735 Ddx5 ENSMUSP00000021062 0.00519863121383427 0.761 FALSE FALSE -0.768 -0.384 0.384
736 Ddx58 ENSMUSP00000115052 0.191015731532398 0.906 FALSE FALSE 0.264 0.132 -0.132
737 Ddx6 ENSMUSP00000149620 0.017170658275921 0.828 FALSE FALSE -0.421 -0.211 0.211
738 Decr1 ENSMUSP00000029877 0.173528095365381 0.903 FALSE FALSE 0.137 0.0683 -0.0683
739 Decr2 ENSMUSP00000158287 8.98393617354528e-06 0.0625 FALSE FALSE 1.24 0.619 -0.619
740 Dek ENSMUSP00000021807 0.00594048096572336 0.77 FALSE FALSE -0.474 -0.237 0.237
741 Denr ENSMUSP00000023869 0.59182908094134 0.929 FALSE FALSE 0.0552 0.0276 -0.0276
742 Deptor ENSMUSP00000023056 0.110065690694158 0.892 FALSE FALSE -0.355 -0.178 0.178
743 Dera ENSMUSP00000144935 5.88207731464908e-05 0.214 FALSE FALSE 1.01 0.506 -0.506
744 Derl2 ENSMUSP00000127568 0.38178940304155 0.92 FALSE FALSE 0.179 0.0897 -0.0897
745 Des ENSMUSP00000027409 0.360937963752726 0.919 FALSE FALSE -0.489 -0.244 0.244
746 Dgat1 ENSMUSP00000023214 0.00194339025170342 0.682 FALSE FALSE 0.441 0.221 -0.221
747 Dglucy ENSMUSP00000129876 0.113927749886804 0.893 FALSE FALSE 0.304 0.152 -0.152
748 Dhcr24 ENSMUSP00000038063 0.000980228857968118 0.61 FALSE FALSE 1.5 0.751 -0.751
749 Dhcr7 ENSMUSP00000121782 0.0180264516690677 0.83 FALSE FALSE 1.22 0.608 -0.608
750 Dhdh ENSMUSP00000011526 0.0269260869683712 0.847 FALSE FALSE 0.218 0.109 -0.109
751 Dhfr ENSMUSP00000022218 0.227768822910031 0.909 FALSE FALSE 0.159 0.0795 -0.0795
752 Dhrs1 ENSMUSP00000002403 2.24647790897013e-05 0.123 FALSE FALSE 1.3 0.65 -0.65
753 Dhrs11 ENSMUSP00000043467 0.47025078161498 0.924 FALSE FALSE -0.118 -0.0588 0.0588
754 Dhrs4 ENSMUSP00000022821 0.00204989274305421 0.687 FALSE FALSE 0.452 0.226 -0.226
755 Dhrs7 ENSMUSP00000021512 0.00253399463760768 0.706 FALSE FALSE 0.971 0.486 -0.486
756 Dhtkd1 ENSMUSP00000092769 0.000147096856789587 0.347 FALSE FALSE 0.684 0.342 -0.342
757 Dhx15 ENSMUSP00000143381 0.0397221648995571 0.862 FALSE FALSE -0.509 -0.254 0.254
758 Diablo ENSMUSP00000115045 0.00209656119049501 0.689 FALSE FALSE -0.539 -0.269 0.269
759 Diaph1 ENSMUSP00000111297 0.0882067086867379 0.886 FALSE FALSE 0.579 0.289 -0.289
760 Dkc1 ENSMUSP00000033776 0.00233832683438375 0.699 FALSE FALSE -0.65 -0.325 0.325
761 Dlat ENSMUSP00000034567 6.62603863065575e-05 0.23 FALSE FALSE 0.585 0.293 -0.293
762 Dld ENSMUSP00000106481 0.111627527681308 0.893 FALSE FALSE -0.121 -0.0606 0.0606
763 Dlg1 ENSMUSP00000110850 0.418214625008886 0.922 FALSE FALSE 0.433 0.217 -0.217
764 Dlst ENSMUSP00000152664 0.984300083570077 0.939 FALSE FALSE 0.00199 0.000993 -0.000993
765 Dmac1 ENSMUSP00000030103 0.238680140859321 0.91 FALSE FALSE -0.16 -0.0799 0.0799
766 Dmd ENSMUSP00000109633 0.135336561944264 0.897 FALSE FALSE -0.359 -0.18 0.18
767 Dmgdh ENSMUSP00000039663 0.0195293061592 0.834 FALSE FALSE 0.325 0.162 -0.162
768 Dnah7c ENSMUSP00000140430 0.505093762928394 0.926 FALSE FALSE -0.471 -0.236 0.236
769 Dnaja1 ENSMUSP00000129730 0.395911065319659 0.921 FALSE FALSE -0.0804 -0.0402 0.0402
770 Dnaja2 ENSMUSP00000034138 0.0559399741287325 0.873 FALSE FALSE -0.326 -0.163 0.163
771 Dnaja3 ENSMUSP00000053842 2.0062075144601e-05 0.114 FALSE FALSE -1.04 -0.518 0.518
772 Dnaja4 ENSMUSP00000112520 0.170914884095367 0.903 FALSE FALSE 0.762 0.381 -0.381
773 Dnajb12 ENSMUSP00000122056 0.0065070908771114 0.776 FALSE FALSE 0.531 0.265 -0.265
774 Dnajb4 ENSMUSP00000114356 0.335214602443586 0.918 FALSE FALSE 0.189 0.0947 -0.0947
775 Dnajc11 ENSMUSP00000051643 0.142423092351271 0.899 FALSE FALSE -0.298 -0.149 0.149
776 Dnajc19 ENSMUSP00000113514 0.00568349050768035 0.767 FALSE FALSE -0.49 -0.245 0.245
777 Dnajc25 ENSMUSP00000118048 0.0261816641721566 0.846 FALSE FALSE -1.58 -0.792 0.792
778 Dnajc3 ENSMUSP00000022734 0.00013294746090115 0.331 FALSE FALSE -0.89 -0.445 0.445
779 Dnajc8 ENSMUSP00000092242 0.000907177703288098 0.601 FALSE FALSE -0.498 -0.249 0.249
780 Dnm1l ENSMUSP00000155155 0.00990157289579919 0.801 FALSE FALSE -0.283 -0.141 0.141
781 Dnm2 ENSMUSP00000134696 0.699192022993504 0.932 FALSE FALSE 0.0903 0.0452 -0.0452
782 Dnpep ENSMUSP00000139739 0.174385063157794 0.903 FALSE FALSE -0.305 -0.153 0.153
783 Dpp3 ENSMUSP00000025851 0.0584033158918554 0.874 FALSE FALSE 0.299 0.149 -0.149
784 Dpp4 ENSMUSP00000044050 0.0349865658961756 0.857 FALSE FALSE -0.234 -0.117 0.117
785 Dpp7 ENSMUSP00000028332 0.00243891756787096 0.703 FALSE FALSE -2.2 -1.1 1.1
786 Dpy30 ENSMUSP00000156830 0.222229746854049 0.909 FALSE FALSE -0.322 -0.161 0.161
787 Dpyd ENSMUSP00000039429 0.00641315788459744 0.775 FALSE FALSE 0.616 0.308 -0.308
788 Dpys ENSMUSP00000105935 0.0913553572191774 0.887 FALSE FALSE -0.204 -0.102 0.102
789 Dpysl2 ENSMUSP00000022629 0.0804456354171565 0.884 FALSE FALSE -0.329 -0.164 0.164
790 Dr1 ENSMUSP00000031190 0.464520650453807 0.924 FALSE FALSE -0.779 -0.389 0.389
791 Drg1 ENSMUSP00000020741 0.0465457462645299 0.867 FALSE FALSE -1.38 -0.69 0.69
792 Dsg2 ENSMUSP00000057096 0.0282993440118383 0.849 FALSE FALSE -0.626 -0.313 0.313
793 Dsp ENSMUSP00000115062 0.0253496965085789 0.845 FALSE FALSE 0.967 0.484 -0.484
794 Dstn ENSMUSP00000099461 0.38544235216591 0.92 FALSE FALSE 0.266 0.133 -0.133
795 Dtd1 ENSMUSP00000028917 0.657059352962764 0.931 FALSE FALSE 0.107 0.0534 -0.0534
796 Dtd2 ENSMUSP00000021339 0.0094281506172229 0.798 FALSE FALSE 1.38 0.691 -0.691
797 Dtx3l ENSMUSP00000080601 0.219531756484953 0.909 FALSE FALSE -0.266 -0.133 0.133
798 Dusp3 ENSMUSP00000135384 0.83186023705853 0.936 FALSE FALSE 0.259 0.129 -0.129
799 Dync1h1 ENSMUSP00000018851 0.0154343883889055 0.823 FALSE FALSE 0.519 0.259 -0.259
800 Dync1i2 ENSMUSP00000107767 0.840342470273839 0.936 FALSE FALSE 0.022 0.011 -0.011
801 Dync1li1 ENSMUSP00000035366 0.425289105776766 0.922 FALSE FALSE 0.129 0.0644 -0.0644
802 Dynll2 ENSMUSP00000119655 0.14310877798341 0.899 FALSE FALSE 0.223 0.111 -0.111
803 Dynlrb1 ENSMUSP00000105304 0.363636229266478 0.919 FALSE FALSE -0.785 -0.393 0.393
804 Ebp ENSMUSP00000033509 0.0187824693563901 0.832 FALSE FALSE -0.343 -0.171 0.171
805 Ech1 ENSMUSP00000066092 0.895701877007434 0.937 FALSE FALSE 0.0136 0.00681 -0.00681
806 Echdc1 ENSMUSP00000125553 0.000190392918367603 0.386 FALSE FALSE 1.08 0.539 -0.539
807 Echdc3 ENSMUSP00000037371 0.945770073996534 0.938 FALSE FALSE 0.0134 0.00672 -0.00672
808 Echs1 ENSMUSP00000026538 0.0304055606489537 0.852 FALSE FALSE 0.336 0.168 -0.168
809 Eci1 ENSMUSP00000157291 0.427161330754118 0.923 FALSE FALSE -0.0871 -0.0436 0.0436
810 Eci2 ENSMUSP00000137411 0.00423093593481391 0.747 FALSE FALSE -0.708 -0.354 0.354
811 Ecpas ENSMUSP00000099953 0.734982730402034 0.933 FALSE FALSE 0.115 0.0576 -0.0576
812 Edf1 ENSMUSP00000015236 0.0360129606997154 0.858 FALSE FALSE -0.549 -0.274 0.274
813 Eea1 ENSMUSP00000061493 0.259907666351668 0.912 FALSE FALSE -0.137 -0.0683 0.0683
814 Eef1a1 ENSMUSP00000042457 0.00669134690365988 0.778 FALSE FALSE -0.281 -0.141 0.141
815 Eef1b2 ENSMUSP00000116492 0.0905174570914188 0.887 FALSE FALSE -0.199 -0.0996 0.0996
816 Eef1d ENSMUSP00000112141 0.00289807126035414 0.717 FALSE FALSE -0.293 -0.147 0.147
817 Eef1e1 ENSMUSP00000001757 0.794101057563248 0.935 FALSE FALSE -0.0469 -0.0235 0.0235
818 Eef1g ENSMUSP00000093955 0.0224668721615598 0.84 FALSE FALSE -0.229 -0.115 0.115
819 Eef2 ENSMUSP00000046101 0.224526772340445 0.909 FALSE FALSE 0.161 0.0804 -0.0804
820 Eefsec ENSMUSP00000131207 0.213927713299844 0.908 FALSE FALSE 0.148 0.0742 -0.0742
821 Efhd2 ENSMUSP00000044502 0.358624440183143 0.919 FALSE FALSE -0.119 -0.0595 0.0595
822 Efl1 ENSMUSP00000137061 0.553857290511686 0.928 FALSE FALSE -0.287 -0.144 0.144
823 Eftud2 ENSMUSP00000134327 0.120858443092218 0.895 FALSE FALSE -0.262 -0.131 0.131
824 Egfr ENSMUSP00000020329 0.000891001738890099 0.599 FALSE FALSE -4.26 -2.13 2.13
825 Ehd1 ENSMUSP00000144036 0.000260023416144373 0.433 FALSE FALSE 0.899 0.45 -0.45
826 Ehd3 ENSMUSP00000024860 0.0180201224628662 0.83 FALSE FALSE -0.616 -0.308 0.308
827 Ehhadh ENSMUSP00000023559 3.53738216256212e-05 0.159 FALSE FALSE 1.2 0.601 -0.601
828 Eif1 ENSMUSP00000041538 0.717600186241932 0.933 FALSE FALSE -0.0524 -0.0262 0.0262
829 Eif1ax ENSMUSP00000084387 0.869632994959874 0.936 FALSE FALSE -0.0379 -0.019 0.019
830 Eif2a ENSMUSP00000029387 0.468251339777983 0.924 FALSE FALSE 0.198 0.0992 -0.0992
831 Eif2b2 ENSMUSP00000004910 0.918516125510855 0.938 FALSE FALSE 0.0176 0.0088 -0.0088
832 Eif2b3 ENSMUSP00000070334 0.901641898239781 0.937 FALSE FALSE -0.0143 -0.00717 0.00717
833 Eif2b4 ENSMUSP00000076875 0.112705306573941 0.893 FALSE FALSE 0.216 0.108 -0.108
834 Eif2s1 ENSMUSP00000071214 0.43080702995088 0.923 FALSE FALSE -0.103 -0.0517 0.0517
835 Eif2s2 ENSMUSP00000128257 0.503444730023358 0.926 FALSE FALSE 0.191 0.0956 -0.0956
836 Eif2s3y ENSMUSP00000088736 0.352933440491706 0.919 FALSE FALSE -0.198 -0.099 0.099
837 Eif3a ENSMUSP00000025955 0.344532433485573 0.918 FALSE FALSE -0.144 -0.0721 0.0721
838 Eif3b ENSMUSP00000098076 0.000773010597463316 0.582 FALSE FALSE -0.957 -0.478 0.478
839 Eif3c ENSMUSP00000032992 0.0571323942922612 0.874 FALSE FALSE -0.549 -0.274 0.274
840 Eif3d ENSMUSP00000098053 0.293778082678246 0.915 FALSE FALSE -0.14 -0.07 0.07
841 Eif3e ENSMUSP00000022960 0.738575541165854 0.933 FALSE FALSE 0.0672 0.0336 -0.0336
842 Eif3g ENSMUSP00000004206 0.727493007238957 0.933 FALSE FALSE 0.15 0.0752 -0.0752
843 Eif3h ENSMUSP00000022925 0.0318485540246917 0.854 FALSE FALSE -0.435 -0.218 0.218
844 Eif3i ENSMUSP00000099653 0.0041145015075139 0.745 FALSE FALSE -0.509 -0.255 0.255
845 Eif3j1 ENSMUSP00000028668 0.908578885704256 0.937 FALSE FALSE 0.0123 0.00616 -0.00616
846 Eif3k ENSMUSP00000066038 0.0815618057486628 0.884 FALSE FALSE -0.388 -0.194 0.194
847 Eif3l ENSMUSP00000038839 0.418716460084898 0.922 FALSE FALSE -0.0739 -0.037 0.037
848 Eif3m ENSMUSP00000106739 0.0165367013918787 0.826 FALSE FALSE -0.333 -0.167 0.167
849 Eif4a1 ENSMUSP00000127034 0.117415421962606 0.894 FALSE FALSE -0.202 -0.101 0.101
850 Eif4a2 ENSMUSP00000023599 0.528661573818344 0.927 FALSE FALSE -0.0569 -0.0284 0.0284
851 Eif4a3 ENSMUSP00000026667 0.000305362374407045 0.456 FALSE FALSE -0.764 -0.382 0.382
852 Eif4b ENSMUSP00000127774 0.395584936703741 0.921 FALSE FALSE -0.133 -0.0666 0.0666
853 Eif4e ENSMUSP00000143772 0.0959025710405647 0.889 FALSE FALSE 0.221 0.111 -0.111
854 Eif4g1 ENSMUSP00000111117 0.0264678691084721 0.847 FALSE FALSE 0.265 0.133 -0.133
855 Eif4g2 ENSMUSP00000125375 0.901318166309998 0.937 FALSE FALSE 0.0313 0.0157 -0.0157
856 Eif4g3 ENSMUSP00000101457 0.00450419545675983 0.751 FALSE FALSE 1.13 0.563 -0.563
857 Eif4h ENSMUSP00000048833 0.0165022676354971 0.826 FALSE FALSE -0.403 -0.202 0.202
858 Eif5 ENSMUSP00000152791 0.240035362721091 0.911 FALSE FALSE -0.139 -0.0694 0.0694
859 Eif5a ENSMUSP00000132717 0.949979289977313 0.938 FALSE FALSE -0.00929 -0.00465 0.00465
860 Eif5b ENSMUSP00000027252 0.162691684324902 0.902 FALSE FALSE 0.262 0.131 -0.131
861 Eif6 ENSMUSP00000029142 0.561780764970878 0.928 FALSE FALSE -0.515 -0.257 0.257
862 Elac2 ENSMUSP00000104337 0.776918469392911 0.934 FALSE FALSE -0.0694 -0.0347 0.0347
863 Elavl1 ENSMUSP00000146866 0.0056200104394755 0.766 FALSE FALSE -0.603 -0.301 0.301
864 Eloa ENSMUSP00000030427 0.0572598499131628 0.874 FALSE FALSE 1.18 0.588 -0.588
865 Elob ENSMUSP00000066210 0.00960529291640168 0.799 FALSE FALSE 0.352 0.176 -0.176
866 Eloc ENSMUSP00000140161 0.00925320436050424 0.797 FALSE FALSE 0.276 0.138 -0.138
867 Elovl2 ENSMUSP00000114112 0.0377058970801725 0.86 FALSE FALSE -0.416 -0.208 0.208
868 Emc1 ENSMUSP00000049034 0.38024070935556 0.92 FALSE FALSE -0.118 -0.0591 0.0591
869 Emc3 ENSMUSP00000032425 0.0726934134889183 0.881 FALSE FALSE -1.62 -0.808 0.808
870 Emc7 ENSMUSP00000068610 0.991942203262919 0.939 FALSE FALSE -0.00117 -0.000583 0.000583
871 Emc8 ENSMUSP00000138068 0.281157548899872 0.914 FALSE FALSE -0.17 -0.0852 0.0852
872 Emd ENSMUSP00000094133 0.356320866415494 0.919 FALSE FALSE -0.469 -0.234 0.234
873 Eml4 ENSMUSP00000041880 0.509563938636628 0.926 FALSE FALSE 0.624 0.312 -0.312
874 Eno1b ENSMUSP00000157807 0.00011031885439794 0.303 FALSE FALSE 0.65 0.325 -0.325
875 Eno3 ENSMUSP00000128714 0.920950684968549 0.938 FALSE FALSE 0.187 0.0934 -0.0934
876 Enoph1 ENSMUSP00000129704 0.448724255146834 0.923 FALSE FALSE 0.179 0.0896 -0.0896
877 Enpep ENSMUSP00000029658 0.000106248300232894 0.298 FALSE FALSE 0.958 0.479 -0.479
878 ENSMUSP000000254830 ENSMUSP000000254830 0.618277144039002 0.93 FALSE FALSE 0.0638 0.0319 -0.0319
879 ENSMUSP000000317790 ENSMUSP000000317790 0.000895808466755647 0.6 FALSE FALSE -0.652 -0.326 0.326
880 ENSMUSP00000052262pepscaffold ENSMUSP00000052262pepscaffold 0.17250560649794 0.903 FALSE FALSE -0.889 -0.445 0.445
881 Eny2 ENSMUSP00000154515 0.741961764297919 0.933 FALSE FALSE 0.0356 0.0178 -0.0178
882 Epb41 ENSMUSP00000158714 0.0868865283520228 0.886 FALSE FALSE -0.361 -0.18 0.18
883 Epb41l2 ENSMUSP00000151875 0.852546012630191 0.936 FALSE FALSE 0.063 0.0315 -0.0315
884 Ephx1 ENSMUSP00000047551 0.000623618363713977 0.555 FALSE FALSE 0.543 0.271 -0.271
885 Ephx2 ENSMUSP00000069209 0.368328885196362 0.92 FALSE FALSE -0.0975 -0.0488 0.0488
886 Epn1 ENSMUSP00000096445 0.0778496350905902 0.883 FALSE FALSE -0.261 -0.13 0.13
887 Eppk1 ENSMUSP00000154609 0.719045849998142 0.933 FALSE FALSE -0.12 -0.06 0.06
888 Eprs ENSMUSP00000045841 0.0633849439748936 0.877 FALSE FALSE 0.19 0.0952 -0.0952
889 Eps15 ENSMUSP00000118949 0.682135809230788 0.932 FALSE FALSE -0.0613 -0.0307 0.0307
890 Eps15l1 ENSMUSP00000148468 0.00662304996727461 0.777 FALSE FALSE -0.343 -0.171 0.171
891 Eps8l2 ENSMUSP00000026577 0.362602729996408 0.919 FALSE FALSE 0.138 0.0692 -0.0692
892 Erap1 ENSMUSP00000133166 0.00970612095657662 0.8 FALSE FALSE -0.355 -0.178 0.178
893 Erc1 ENSMUSP00000138823 0.118970259640129 0.894 FALSE FALSE 0.228 0.114 -0.114
894 Ergic1 ENSMUSP00000132922 0.081497357649677 0.884 FALSE FALSE 0.222 0.111 -0.111
895 Erlin1 ENSMUSP00000129684 0.246997842848982 0.911 FALSE FALSE 0.678 0.339 -0.339
896 Erlin2 ENSMUSP00000033873 0.000722303391274377 0.574 FALSE FALSE 0.551 0.276 -0.276
897 Ero1l ENSMUSP00000153844 0.989024177501614 0.939 FALSE FALSE 0.00338 0.00169 -0.00169
898 Ero1lb ENSMUSP00000071864 0.21460967553973 0.908 FALSE FALSE -0.527 -0.263 0.263
899 Erp29 ENSMUSP00000117347 0.552404775722664 0.928 FALSE FALSE 0.0963 0.0482 -0.0482
900 Esd ENSMUSP00000135063 0.00699789419635737 0.78 FALSE FALSE 0.514 0.257 -0.257
901 Esyt1 ENSMUSP00000151519 0.222095874304996 0.909 FALSE FALSE -0.54 -0.27 0.27
902 Etf1 ENSMUSP00000025218 0.861635519021011 0.936 FALSE FALSE -0.0181 -0.00905 0.00905
903 Etfa ENSMUSP00000034866 0.000919599533025929 0.603 FALSE FALSE -0.389 -0.195 0.195
904 Etfb ENSMUSP00000004729 0.0219401358333043 0.839 FALSE FALSE -0.296 -0.148 0.148
905 Etfdh ENSMUSP00000029386 0.0514082312653443 0.87 FALSE FALSE 0.359 0.18 -0.18
906 Etfrf1 ENSMUSP00000107355 0.272537203381777 0.913 FALSE FALSE -0.241 -0.12 0.12
907 Ethe1 ENSMUSP00000076433 0.37905981685059 0.92 FALSE FALSE -0.164 -0.0822 0.0822
908 Etnppl ENSMUSP00000129120 7.05897660758973e-05 0.239 FALSE FALSE -1.06 -0.53 0.53
909 Ewsr1 ENSMUSP00000073034 0.0127129271866044 0.814 FALSE FALSE -0.58 -0.29 0.29
910 Exoc1 ENSMUSP00000046719 0.402185231231551 0.921 FALSE FALSE 0.252 0.126 -0.126
911 Exoc2 ENSMUSP00000100010 0.237962168229749 0.91 FALSE FALSE -0.333 -0.167 0.167
912 Ezr ENSMUSP00000063734 0.0445320131125881 0.865 FALSE FALSE -0.763 -0.382 0.382
913 F2 ENSMUSP00000106967 0.0176447421451895 0.829 FALSE FALSE 0.682 0.341 -0.341
914 Faah ENSMUSP00000041543 0.366041836257448 0.919 FALSE FALSE 0.168 0.0842 -0.0842
915 Fabp1 ENSMUSP00000064655 0.96751492252774 0.939 FALSE FALSE 0.00549 0.00274 -0.00274
916 Fabp2 ENSMUSP00000023820 1.47907296046265e-05 0.0925 FALSE FALSE 1.21 0.605 -0.605
917 Fabp4 ENSMUSP00000029041 7.06737555538236e-06 0.0513 FALSE FALSE 0.975 0.487 -0.487
918 Fabp5 ENSMUSP00000029046 0.00480305099155232 0.756 FALSE FALSE 1.25 0.626 -0.626
919 Fads1 ENSMUSP00000010807 0.832249574455732 0.936 FALSE FALSE 0.101 0.0506 -0.0506
920 Fads2 ENSMUSP00000025567 0.853900182120834 0.936 FALSE FALSE 0.0281 0.0141 -0.0141
921 Faf2 ENSMUSP00000121606 0.0292929184207565 0.85 FALSE FALSE 1.2 0.598 -0.598
922 Fah ENSMUSP00000032865 0.125003397859334 0.895 FALSE FALSE -0.178 -0.0892 0.0892
923 Fahd1 ENSMUSP00000055827 0.00127075771121926 0.639 FALSE FALSE -1.34 -0.671 0.671
924 Fahd2a ENSMUSP00000028848 0.229860892994297 0.91 FALSE FALSE 0.224 0.112 -0.112
925 Fam107b ENSMUSP00000135846 0.0148130712712018 0.821 FALSE FALSE 0.47 0.235 -0.235
926 Fam114a2 ENSMUSP00000020831 0.0300043414851414 0.851 FALSE FALSE 0.543 0.272 -0.272
927 Fam120a ENSMUSP00000053877 0.0729429912613677 0.881 FALSE FALSE 0.311 0.156 -0.156
928 Fam136a ENSMUSP00000071426 0.79412339366092 0.935 FALSE FALSE 0.0628 0.0314 -0.0314
929 Fam162a ENSMUSP00000004057 0.0108984529206348 0.806 FALSE FALSE -0.346 -0.173 0.173
930 Fam210a ENSMUSP00000045927 0.000130350592554908 0.328 FALSE FALSE -0.931 -0.466 0.466
931 Fam234a ENSMUSP00000115724 0.000684588572434491 0.567 FALSE FALSE -0.585 -0.293 0.293
932 Fam49b ENSMUSP00000154320 0.793524639687284 0.935 FALSE FALSE -0.107 -0.0534 0.0534
933 Fam98a ENSMUSP00000157054 0.268753147610823 0.913 FALSE FALSE 0.652 0.326 -0.326
934 Fam98b ENSMUSP00000028825 0.554535021330255 0.928 FALSE FALSE -0.133 -0.0666 0.0666
935 Farp1 ENSMUSP00000026635 0.159031658347662 0.901 FALSE FALSE -0.613 -0.307 0.307
936 Farsa ENSMUSP00000105376 0.416540811893286 0.922 FALSE FALSE 0.0949 0.0475 -0.0475
937 Farsb ENSMUSP00000129828 0.189174066826796 0.905 FALSE FALSE 0.17 0.0852 -0.0852
938 Fau ENSMUSP00000157825 0.0225067641720487 0.84 FALSE FALSE -1.04 -0.519 0.519
939 Fbp1 ENSMUSP00000090564 0.000195825277840209 0.39 FALSE FALSE 0.86 0.43 -0.43
940 Fcgr2b ENSMUSP00000079882 0.206250314123236 0.907 FALSE FALSE -0.312 -0.156 0.156
941 Fcgrt ENSMUSP00000147969 0.000612399438904191 0.553 FALSE FALSE -0.833 -0.417 0.417
942 Fdx1 ENSMUSP00000034552 0.000163587895650375 0.363 FALSE FALSE -0.756 -0.378 0.378
943 Fdxr ENSMUSP00000021078 0.0390731465290977 0.861 FALSE FALSE -0.287 -0.143 0.143
944 Fech ENSMUSP00000158038 0.000687176751355888 0.567 FALSE FALSE -0.665 -0.333 0.333
945 Fer1l6 ENSMUSP00000155337 0.523709512448686 0.927 FALSE FALSE 0.782 0.391 -0.391
946 Fermt2 ENSMUSP00000044554 0.51162532868646 0.926 FALSE FALSE 0.114 0.0571 -0.0571
947 Fetub ENSMUSP00000112324 0.183254577783106 0.905 FALSE FALSE -0.41 -0.205 0.205
948 Fez2 ENSMUSP00000157359 0.348069097071821 0.918 FALSE FALSE -0.28 -0.14 0.14
949 Fga ENSMUSP00000029630 0.307512474669546 0.916 FALSE FALSE -0.217 -0.108 0.108
950 Fgb ENSMUSP00000039472 0.0911181376476786 0.887 FALSE FALSE -0.674 -0.337 0.337
951 Fgf1 ENSMUSP00000157968 0.368853322378371 0.92 FALSE FALSE -0.206 -0.103 0.103
