Protein.ID Gene.Name name ID
1126 ENSMUSP00000100581 Hist2h2aa2 Hist2h2aa2 ENSMUSP00000100581
1127 ENSMUSP00000135215 Hist2h3c2 Hist2h3c2 ENSMUSP00000135215
1128 ENSMUSP00000136357 Hist4h4 Hist4h4 ENSMUSP00000136357
1129 ENSMUSP00000125986 Hk2 Hk2 ENSMUSP00000125986
1130 ENSMUSP00000095166 Hmbs Hmbs ENSMUSP00000095166
1131 ENSMUSP00000155874 Hmga1 Hmga1 ENSMUSP00000155874
1132 ENSMUSP00000144412 Hmgb1 Hmgb1 ENSMUSP00000144412
1133 ENSMUSP00000065940 Hmgb2 Hmgb2 ENSMUSP00000065940
1134 ENSMUSP00000116937 Hmgb3 Hmgb3 ENSMUSP00000116937
1135 ENSMUSP00000030432 Hmgcl Hmgcl ENSMUSP00000030432
1136 ENSMUSP00000153064 Hmgcs1 Hmgcs1 ENSMUSP00000153064
1137 ENSMUSP00000113296 Hmgcs2 Hmgcs2 ENSMUSP00000113296
1138 ENSMUSP00000156496 Hmgn1 Hmgn1 ENSMUSP00000156496
1139 ENSMUSP00000099613 Hmgn2 Hmgn2 ENSMUSP00000099613
1140 ENSMUSP00000033597 Hmgn5 Hmgn5 ENSMUSP00000033597
1141 ENSMUSP00000113110 Hmox2 Hmox2 ENSMUSP00000113110
1142 ENSMUSP00000135539 Hnf1a Hnf1a ENSMUSP00000135539
1143 ENSMUSP00000105038 Hnf4a Hnf4a ENSMUSP00000105038
1144 ENSMUSP00000110142 Hnmt Hnmt ENSMUSP00000110142
1145 ENSMUSP00000007980 Hnrnpa0 Hnrnpa0 ENSMUSP00000007980
1146 ENSMUSP00000155833 Hnrnpa1 Hnrnpa1 ENSMUSP00000155833
1147 ENSMUSP00000145028 Hnrnpa2b1 Hnrnpa2b1 ENSMUSP00000145028
1148 ENSMUSP00000107592 Hnrnpa3 Hnrnpa3 ENSMUSP00000107592
1149 ENSMUSP00000074238 Hnrnpab Hnrnpab ENSMUSP00000074238
1150 ENSMUSP00000154757 Hnrnpc Hnrnpc ENSMUSP00000154757
1151 ENSMUSP00000131262 Hnrnpd Hnrnpd ENSMUSP00000131262
1152 ENSMUSP00000118555 Hnrnpdl Hnrnpdl ENSMUSP00000118555
1153 ENSMUSP00000136436 Hnrnpf Hnrnpf ENSMUSP00000136436
1154 ENSMUSP00000108829 Hnrnph2 Hnrnph2 ENSMUSP00000108829
1155 ENSMUSP00000039269 Hnrnpk Hnrnpk ENSMUSP00000039269
1156 ENSMUSP00000133728 Hnrnpl Hnrnpl ENSMUSP00000133728
1157 ENSMUSP00000139075 Hnrnpll Hnrnpll ENSMUSP00000139075
1158 ENSMUSP00000084864 Hnrnpm Hnrnpm ENSMUSP00000084864
1159 ENSMUSP00000138399 Hnrnpr Hnrnpr ENSMUSP00000138399
1160 ENSMUSP00000150782 Hnrnpu Hnrnpu ENSMUSP00000150782
1161 ENSMUSP00000037268 Hnrnpul1 Hnrnpul1 ENSMUSP00000037268
1162 ENSMUSP00000094515 Hnrnpul2 Hnrnpul2 ENSMUSP00000094515
1163 ENSMUSP00000080414 Hoga1 Hoga1 ENSMUSP00000080414
1164 ENSMUSP00000115008 Hook3 Hook3 ENSMUSP00000115008
1165 ENSMUSP00000074436 Hp Hp ENSMUSP00000074436
1166 ENSMUSP00000132614 Hp1bp3 Hp1bp3 ENSMUSP00000132614
1167 ENSMUSP00000071756 Hpcal1 Hpcal1 ENSMUSP00000071756
1168 ENSMUSP00000031398 Hpd Hpd ENSMUSP00000031398
1169 ENSMUSP00000034026 Hpgd Hpgd ENSMUSP00000034026
1170 ENSMUSP00000026723 Hprt Hprt ENSMUSP00000026723
1171 ENSMUSP00000033185 Hpx Hpx ENSMUSP00000033185
1172 ENSMUSP00000023590 Hrg Hrg ENSMUSP00000023590
1173 ENSMUSP00000020927 Hs1bp3 Hs1bp3 ENSMUSP00000020927
1174 ENSMUSP00000148390 Hsbp1 Hsbp1 ENSMUSP00000148390
1175 ENSMUSP00000123849 Hsd11b1 Hsd11b1 ENSMUSP00000123849
1176 ENSMUSP00000026289 Hsd17b10 Hsd17b10 ENSMUSP00000026289
1177 ENSMUSP00000031251 Hsd17b11 Hsd17b11 ENSMUSP00000031251
1178 ENSMUSP00000028619 Hsd17b12 Hsd17b12 ENSMUSP00000028619
1179 ENSMUSP00000108422 Hsd17b13 Hsd17b13 ENSMUSP00000108422
1180 ENSMUSP00000034304 Hsd17b2 Hsd17b2 ENSMUSP00000034304
1181 ENSMUSP00000025385 Hsd17b4 Hsd17b4 ENSMUSP00000025385
1182 ENSMUSP00000151661 Hsd17b6 Hsd17b6 ENSMUSP00000151661
1183 ENSMUSP00000027989 Hsd17b7 Hsd17b7 ENSMUSP00000027989
1184 ENSMUSP00000102633 Hsd3b3 Hsd3b3 ENSMUSP00000102633
1185 ENSMUSP00000041442 Hsd3b5 Hsd3b5 ENSMUSP00000041442
1186 ENSMUSP00000030078 Hsdl2 Hsdl2 ENSMUSP00000030078
1187 ENSMUSP00000091921 Hsp90aa1 Hsp90aa1 ENSMUSP00000091921
1188 ENSMUSP00000118189 Hsp90aa1 Hsp90aa1.1 ENSMUSP00000118189
1189 ENSMUSP00000024739 Hsp90ab1 Hsp90ab1 ENSMUSP00000024739
1190 ENSMUSP00000020238 Hsp90b1 Hsp90b1 ENSMUSP00000020238
1191 ENSMUSP00000048817 Hspa13 Hspa13 ENSMUSP00000048817
1192 ENSMUSP00000027961 Hspa14 Hspa14 ENSMUSP00000027961
1193 ENSMUSP00000084586 Hspa1a Hspa1a ENSMUSP00000084586
1194 ENSMUSP00000020630 Hspa4 Hspa4 ENSMUSP00000020630
1195 ENSMUSP00000154874 Hspa4l Hspa4l ENSMUSP00000154874
1196 ENSMUSP00000097747 Hspa5 Hspa5 ENSMUSP00000097747
1197 ENSMUSP00000015800 Hspa8 Hspa8 ENSMUSP00000015800
1198 ENSMUSP00000025217 Hspa9 Hspa9 ENSMUSP00000025217
1199 ENSMUSP00000005077 Hspb1 Hspb1 ENSMUSP00000005077
1200 ENSMUSP00000027123 Hspd1 Hspd1 ENSMUSP00000027123
1201 ENSMUSP00000122947 Hspd1 Hspd1.1 ENSMUSP00000122947
1202 ENSMUSP00000074724 Hspe1 Hspe1 ENSMUSP00000074724
1203 ENSMUSP00000030547 Hspg2 Hspg2 ENSMUSP00000030547
1204 ENSMUSP00000144297 Hsph1 Hsph1 ENSMUSP00000144297
1205 ENSMUSP00000082374 Htatip2 Htatip2 ENSMUSP00000082374
1206 ENSMUSP00000086027 Htatsf1 Htatsf1 ENSMUSP00000086027
1207 ENSMUSP00000108241 Huwe1 Huwe1 ENSMUSP00000108241
1208 ENSMUSP00000046204 Hydin Hydin ENSMUSP00000046204
1209 ENSMUSP00000039980 Hykk Hykk ENSMUSP00000039980
1210 ENSMUSP00000125594 Hyou1 Hyou1 ENSMUSP00000125594
1211 ENSMUSP00000117946 Hypk Hypk ENSMUSP00000117946
1212 ENSMUSP00000076090 Iah1 Iah1 ENSMUSP00000076090
1213 ENSMUSP00000132082 Iars Iars ENSMUSP00000132082
1214 ENSMUSP00000027921 Iars2 Iars2 ENSMUSP00000027921
1215 ENSMUSP00000150589 Ide Ide ENSMUSP00000150589
1216 ENSMUSP00000127307 Idh1 Idh1 ENSMUSP00000127307
1217 ENSMUSP00000103007 Idh2 Idh2 ENSMUSP00000103007
1218 ENSMUSP00000127526 Idh3a Idh3a ENSMUSP00000127526
1219 ENSMUSP00000028892 Idh3b Idh3b ENSMUSP00000028892
1220 ENSMUSP00000056502 Idh3g Idh3g ENSMUSP00000056502
1221 ENSMUSP00000132780 Idi1 Idi1 ENSMUSP00000132780
1222 ENSMUSP00000060218 Idnk Idnk ENSMUSP00000060218
1223 ENSMUSP00000009340 Ifi211 Ifi211 ENSMUSP00000009340
1224 ENSMUSP00000010502 Ifi35 Ifi35 ENSMUSP00000010502
1225 ENSMUSP00000155691 Ifi47 Ifi47 ENSMUSP00000155691
1226 ENSMUSP00000033570 Igbp1 Igbp1 ENSMUSP00000033570
1227 ENSMUSP00000137226 Igha Igha ENSMUSP00000137226
1228 ENSMUSP00000100214 Ighg2b Ighg2b ENSMUSP00000100214
1229 ENSMUSP00000100222 Ighm Ighm ENSMUSP00000100222
1230 ENSMUSP00000100297 Ighv1-42 Ighv1-42 ENSMUSP00000100297
1231 ENSMUSP00000100206 Igkc Igkc ENSMUSP00000100206
1232 ENSMUSP00000047356 Igtp Igtp ENSMUSP00000047356
1233 ENSMUSP00000157568 Iigp1 Iigp1 ENSMUSP00000157568
1234 ENSMUSP00000007042 Ik Ik ENSMUSP00000007042
1235 ENSMUSP00000001042 Ilf2 Ilf2 ENSMUSP00000001042
1236 ENSMUSP00000111074 Ilf3 Ilf3 ENSMUSP00000111074
1237 ENSMUSP00000130341 Ilk Ilk ENSMUSP00000130341
1238 ENSMUSP00000151263 Ilvbl Ilvbl ENSMUSP00000151263
1239 ENSMUSP00000066181 Immt Immt ENSMUSP00000066181
1240 ENSMUSP00000098859 Immt Immt.1 ENSMUSP00000098859
1241 ENSMUSP00000109788 Immt Immt.2 ENSMUSP00000109788
1242 ENSMUSP00000133017 Immt Immt.3 ENSMUSP00000133017
1243 ENSMUSP00000068174 Impa1 Impa1 ENSMUSP00000068174
1244 ENSMUSP00000079888 Impdh2 Impdh2 ENSMUSP00000079888
1245 ENSMUSP00000152851 Inf2 Inf2 ENSMUSP00000152851
1246 ENSMUSP00000003569 Inmt Inmt ENSMUSP00000003569
1247 ENSMUSP00000027271 Inpp1 Inpp1 ENSMUSP00000027271
1248 ENSMUSP00000125216 Insig2 Insig2 ENSMUSP00000125216
1249 ENSMUSP00000146818 Insr Insr ENSMUSP00000146818
1250 ENSMUSP00000032898 Ipo5 Ipo5 ENSMUSP00000032898
1251 ENSMUSP00000081782 Ipo7 Ipo7 ENSMUSP00000081782
1252 ENSMUSP00000128278 Iqgap1 Iqgap1 ENSMUSP00000128278
1253 ENSMUSP00000067685 Iqgap2 Iqgap2 ENSMUSP00000067685
1254 ENSMUSP00000147187 Irf3 Irf3 ENSMUSP00000147187
1255 ENSMUSP00000094870 Irgm1 Irgm1 ENSMUSP00000094870
1256 ENSMUSP00000026937 Iscu Iscu ENSMUSP00000026937
1257 ENSMUSP00000082548 Isg15 Isg15 ENSMUSP00000082548
1258 ENSMUSP00000157494 Isoc1 Isoc1 ENSMUSP00000157494
1259 ENSMUSP00000131514 Isoc2a Isoc2a ENSMUSP00000131514
1260 ENSMUSP00000147085 Isoc2b Isoc2b ENSMUSP00000147085
1261 ENSMUSP00000034164 Ist1 Ist1 ENSMUSP00000034164
1262 ENSMUSP00000077132 Itga1 Itga1 ENSMUSP00000077132
1263 ENSMUSP00000087457 Itgb1 Itgb1 ENSMUSP00000087457
1264 ENSMUSP00000126449 Itih1 Itih1 ENSMUSP00000126449
1265 ENSMUSP00000046530 Itih2 Itih2 ENSMUSP00000046530
1266 ENSMUSP00000006703 Itih4 Itih4 ENSMUSP00000006703
1267 ENSMUSP00000099482 Itpa Itpa ENSMUSP00000099482
1268 ENSMUSP00000144880 Itpr1 Itpr1 ENSMUSP00000144880
1269 ENSMUSP00000107414 Itprid2 Itprid2 ENSMUSP00000107414
1270 ENSMUSP00000109629 Itsn1 Itsn1 ENSMUSP00000109629
1271 ENSMUSP00000028807 Ivd Ivd ENSMUSP00000028807
1272 ENSMUSP00000019896 Iyd Iyd ENSMUSP00000019896
1273 ENSMUSP00000156651 Jpt2 Jpt2 ENSMUSP00000156651
1274 ENSMUSP00000103026 Jup Jup ENSMUSP00000103026
1275 ENSMUSP00000034426 Kars Kars ENSMUSP00000034426
1276 ENSMUSP00000025598 Keg1 Keg1 ENSMUSP00000025598
1277 ENSMUSP00000115402 Khdrbs1 Khdrbs1 ENSMUSP00000115402
1278 ENSMUSP00000144226 Khk Khk ENSMUSP00000144226
1279 ENSMUSP00000156463 Khsrp Khsrp ENSMUSP00000156463
1280 ENSMUSP00000098041 Kif13b Kif13b ENSMUSP00000098041
1281 ENSMUSP00000104910 Kif21a Kif21a ENSMUSP00000104910
1282 ENSMUSP00000025083 Kif5b Kif5b ENSMUSP00000025083
1283 ENSMUSP00000097627 Klhl41 Klhl41 ENSMUSP00000097627
1284 ENSMUSP00000026907 Klkb1 Klkb1 ENSMUSP00000026907
1285 ENSMUSP00000095067 Kmo Kmo ENSMUSP00000095067
1286 ENSMUSP00000040485 Kng1 Kng1 ENSMUSP00000040485
1287 ENSMUSP00000087346 Kng1 Kng1.1 ENSMUSP00000087346
1288 ENSMUSP00000121701 Kng1 Kng1.2 ENSMUSP00000121701
1289 ENSMUSP00000004054 Kpna1 Kpna1 ENSMUSP00000004054
1290 ENSMUSP00000022496 Kpna3 Kpna3 ENSMUSP00000022496
1291 ENSMUSP00000141227 Kpna4 Kpna4 ENSMUSP00000141227
1292 ENSMUSP00000003828 Kpna6 Kpna6 ENSMUSP00000003828
1293 ENSMUSP00000001479 Kpnb1 Kpnb1 ENSMUSP00000001479
1294 ENSMUSP00000032399 Kras Kras ENSMUSP00000032399
1295 ENSMUSP00000097754 Krt76 Krt76 ENSMUSP00000097754
1296 ENSMUSP00000130372 Krtcap2 Krtcap2 ENSMUSP00000130372
1297 ENSMUSP00000140186 Ktn1 Ktn1 ENSMUSP00000140186
1298 ENSMUSP00000109293 Kyat1 Kyat1 ENSMUSP00000109293
1299 ENSMUSP00000041675 Kyat3 Kyat3 ENSMUSP00000041675
1300 ENSMUSP00000028223 Kynu Kynu ENSMUSP00000028223
1301 ENSMUSP00000019862 L3hypdh L3hypdh ENSMUSP00000019862
1302 ENSMUSP00000034929 Lactb Lactb ENSMUSP00000034929
1303 ENSMUSP00000027071 Lactb2 Lactb2 ENSMUSP00000027071
1304 ENSMUSP00000090304 Lama2 Lama2 ENSMUSP00000090304
1305 ENSMUSP00000027752 Lamc1 Lamc1 ENSMUSP00000027752
1306 ENSMUSP00000052283 Lamp2 Lamp2 ENSMUSP00000052283
1307 ENSMUSP00000142512 Lamtor3 Lamtor3 ENSMUSP00000142512
1308 ENSMUSP00000040222 Lap3 Lap3 ENSMUSP00000040222
1309 ENSMUSP00000136673 Larp1 Larp1 ENSMUSP00000136673
1310 ENSMUSP00000029588 Larp7 Larp7 ENSMUSP00000029588
1311 ENSMUSP00000095197 Lars Lars ENSMUSP00000095197
1312 ENSMUSP00000042123 Lasp1 Lasp1 ENSMUSP00000042123
1313 ENSMUSP00000119538 Lasp1 Lasp1.1 ENSMUSP00000119538
1314 ENSMUSP00000005003 Lbr Lbr ENSMUSP00000005003
1315 ENSMUSP00000038232 Lcat Lcat ENSMUSP00000038232
1316 ENSMUSP00000156922 Lclat1 Lclat1 ENSMUSP00000156922
1317 ENSMUSP00000121201 Lcp1 Lcp1 ENSMUSP00000121201
1318 ENSMUSP00000042285 Ldah Ldah ENSMUSP00000042285
1319 ENSMUSP00000103267 Ldha Ldha ENSMUSP00000103267
1320 ENSMUSP00000032373 Ldhb Ldhb ENSMUSP00000032373
1321 ENSMUSP00000068086 Ldhd Ldhd ENSMUSP00000068086
1322 ENSMUSP00000005431 Letm1 Letm1 ENSMUSP00000005431
1323 ENSMUSP00000086795 Lgals1 Lgals1 ENSMUSP00000086795
1324 ENSMUSP00000119275 Lgals3 Lgals3 ENSMUSP00000119275
1325 ENSMUSP00000103903 Lgals9 Lgals9 ENSMUSP00000103903
1326 ENSMUSP00000105647 Lgmn Lgmn ENSMUSP00000105647
1327 ENSMUSP00000033241 Lhpp Lhpp ENSMUSP00000033241
1328 ENSMUSP00000073371 Lima1 Lima1 ENSMUSP00000073371
1329 ENSMUSP00000020078 Lims1 Lims1 ENSMUSP00000020078
1330 ENSMUSP00000025254 Lims2 Lims2 ENSMUSP00000025254
1331 ENSMUSP00000020057 Lin7a Lin7a ENSMUSP00000020057
1332 ENSMUSP00000028583 Lin7c Lin7c ENSMUSP00000028583
1333 ENSMUSP00000136967 Lipa Lipa ENSMUSP00000136967
1334 ENSMUSP00000158495 Lman1 Lman1 ENSMUSP00000158495
1335 ENSMUSP00000021940 Lman2 Lman2 ENSMUSP00000021940
1336 ENSMUSP00000129263 Lmf1 Lmf1 ENSMUSP00000129263
1337 ENSMUSP00000113093 Lmna Lmna ENSMUSP00000113093
1338 ENSMUSP00000025486 Lmnb1 Lmnb1 ENSMUSP00000025486
1339 ENSMUSP00000136524 Lmnb2 Lmnb2 ENSMUSP00000136524
1340 ENSMUSP00000041814 Lonp1 Lonp1 ENSMUSP00000041814
1341 ENSMUSP00000034141 Lonp2 Lonp2 ENSMUSP00000034141
1342 ENSMUSP00000004381 Lpcat3 Lpcat3 ENSMUSP00000004381
1343 ENSMUSP00000114382 Lpgat1 Lpgat1 ENSMUSP00000114382
1344 ENSMUSP00000152466 Lpin1 Lpin1 ENSMUSP00000152466
1345 ENSMUSP00000078005 Lpp Lpp ENSMUSP00000078005
1346 ENSMUSP00000044004 Lrp1 Lrp1 ENSMUSP00000044004
1347 ENSMUSP00000030986 Lrpap1 Lrpap1 ENSMUSP00000030986
1348 ENSMUSP00000107927 Lrpprc Lrpprc ENSMUSP00000107927
1349 ENSMUSP00000030894 Lrrc47 Lrrc47 ENSMUSP00000030894
1350 ENSMUSP00000021239 Lrrc59 Lrrc59 ENSMUSP00000021239
1351 ENSMUSP00000095254 Lrrfip1 Lrrfip1 ENSMUSP00000095254
1352 ENSMUSP00000095944 Lrrfip2 Lrrfip2 ENSMUSP00000095944
1353 ENSMUSP00000102774 Lsm12 Lsm12 ENSMUSP00000102774
1354 ENSMUSP00000145883 Lsm14a Lsm14a ENSMUSP00000145883
1355 ENSMUSP00000109644 Lsm2 Lsm2 ENSMUSP00000109644
1356 ENSMUSP00000149550 Lsm4 Lsm4 ENSMUSP00000149550
1357 ENSMUSP00000044993 Lsm7 Lsm7 ENSMUSP00000044993
1358 ENSMUSP00000016033 Lta4h Lta4h ENSMUSP00000016033
1359 ENSMUSP00000113405 Luc7l Luc7l ENSMUSP00000113405
1360 ENSMUSP00000125394 Luc7l2 Luc7l2 ENSMUSP00000125394
1361 ENSMUSP00000103451 Luc7l3 Luc7l3 ENSMUSP00000103451
1362 ENSMUSP00000109741 Lyar Lyar ENSMUSP00000109741
1363 ENSMUSP00000111191 Lypla1 Lypla1 ENSMUSP00000111191
1364 ENSMUSP00000048229 Lyplal1 Lyplal1 ENSMUSP00000048229
1365 ENSMUSP00000060779 Lyrm4 Lyrm4 ENSMUSP00000060779
1366 ENSMUSP00000033050 Lyve1 Lyve1 ENSMUSP00000033050
1367 ENSMUSP00000030842 Lzic Lzic ENSMUSP00000030842
1368 ENSMUSP00000119885 Macf1 Macf1 ENSMUSP00000119885
1369 ENSMUSP00000039507 Macrod1 Macrod1 ENSMUSP00000039507
1370 ENSMUSP00000030348 Magoh Magoh ENSMUSP00000030348
1371 ENSMUSP00000027114 Maip1 Maip1 ENSMUSP00000027114
1372 ENSMUSP00000151328 Man1a Man1a ENSMUSP00000151328
1373 ENSMUSP00000083928 Man2a1 Man2a1 ENSMUSP00000083928
1374 ENSMUSP00000034121 Man2b1 Man2b1 ENSMUSP00000034121
1375 ENSMUSP00000029814 Manba Manba ENSMUSP00000029814
1376 ENSMUSP00000079965 Manbal Manbal ENSMUSP00000079965
1377 ENSMUSP00000066534 Manf Manf ENSMUSP00000066534
1378 ENSMUSP00000040550 Maob Maob ENSMUSP00000040550
1379 ENSMUSP00000005066 Map2k1 Map2k1 ENSMUSP00000005066
1380 ENSMUSP00000100968 Map2k2 Map2k2 ENSMUSP00000100968
1381 ENSMUSP00000041282 Map2k4 Map2k4 ENSMUSP00000041282
1382 ENSMUSP00000020949 Map2k6 Map2k6 ENSMUSP00000020949
1383 ENSMUSP00000129362 Map4 Map4 ENSMUSP00000129362
1384 ENSMUSP00000132662 Map4 Map4.1 ENSMUSP00000132662
1385 ENSMUSP00000143171 Map4 Map4.2 ENSMUSP00000143171
1386 ENSMUSP00000020173 Map7 Map7 ENSMUSP00000020173
1387 ENSMUSP00000156154 Mapk1 Mapk1 ENSMUSP00000156154
1388 ENSMUSP00000110402 Mapk14 Mapk14 ENSMUSP00000110402
1389 ENSMUSP00000088880 Mapk3 Mapk3 ENSMUSP00000088880
1390 ENSMUSP00000028981 Mapre1 Mapre1 ENSMUSP00000028981
1391 ENSMUSP00000031058 Mapre3 Mapre3 ENSMUSP00000031058
1392 ENSMUSP00000090245 Marcks Marcks ENSMUSP00000090245
1393 ENSMUSP00000055637 Marcksl1 Marcksl1 ENSMUSP00000055637
1394 ENSMUSP00000037446 Mars Mars ENSMUSP00000037446
1395 ENSMUSP00000153488 Mat1a Mat1a ENSMUSP00000153488
1396 ENSMUSP00000142136 Mat2a Mat2a ENSMUSP00000142136
1397 ENSMUSP00000145760 Mat2a Mat2a.1 ENSMUSP00000145760
1398 ENSMUSP00000098901 Mat2b Mat2b ENSMUSP00000098901
1399 ENSMUSP00000158537 Matr3 Matr3 ENSMUSP00000158537
1400 ENSMUSP00000105828 Mavs Mavs ENSMUSP00000105828
1401 ENSMUSP00000155115 Mb Mb ENSMUSP00000155115
1402 ENSMUSP00000153147 Mbl1 Mbl1 ENSMUSP00000153147
1403 ENSMUSP00000141954 Mbnl1 Mbnl1 ENSMUSP00000141954
1404 ENSMUSP00000037107 Mboat7 Mboat7 ENSMUSP00000037107
1405 ENSMUSP00000114230 Mbp Mbp ENSMUSP00000114230
1406 ENSMUSP00000051569 Mcat Mcat ENSMUSP00000051569
1407 ENSMUSP00000029259 Mccc1 Mccc1 ENSMUSP00000029259
1408 ENSMUSP00000022148 Mccc2 Mccc2 ENSMUSP00000022148
1409 ENSMUSP00000047855 Mcee Mcee ENSMUSP00000047855
1410 ENSMUSP00000123352 Mcfd2 Mcfd2 ENSMUSP00000123352
1411 ENSMUSP00000000365 Mcts1 Mcts1 ENSMUSP00000000365
1412 ENSMUSP00000099938 Mdh1 Mdh1 ENSMUSP00000099938
1413 ENSMUSP00000019323 Mdh2 Mdh2 ENSMUSP00000019323
1414 ENSMUSP00000140887 Me1 Me1 ENSMUSP00000140887
1415 ENSMUSP00000127115 Mecp2 Mecp2 ENSMUSP00000127115
1416 ENSMUSP00000030742 Mecr Mecr ENSMUSP00000030742
1417 ENSMUSP00000156956 Memo1 Memo1 ENSMUSP00000156956
1418 ENSMUSP00000091768 Mesd Mesd ENSMUSP00000091768
1419 ENSMUSP00000118755 Met Met ENSMUSP00000118755
1420 ENSMUSP00000029804 Metap1 Metap1 ENSMUSP00000029804
1421 ENSMUSP00000137904 Metap2 Metap2 ENSMUSP00000137904
1422 ENSMUSP00000065271 Mettl7a1 Mettl7a1 ENSMUSP00000065271
1423 ENSMUSP00000026398 Mettl7b Mettl7b ENSMUSP00000026398
1424 ENSMUSP00000087372 Mfap1a Mfap1a ENSMUSP00000087372
1425 ENSMUSP00000109215 Mgll Mgll ENSMUSP00000109215
1426 ENSMUSP00000112646 Mgst1 Mgst1 ENSMUSP00000112646
1427 ENSMUSP00000151482 Mia2 Mia2 ENSMUSP00000151482
1428 ENSMUSP00000104786 Mia3 Mia3 ENSMUSP00000104786
1429 ENSMUSP00000141268 Mia3 Mia3.1 ENSMUSP00000141268
1430 ENSMUSP00000117583 Micos10 Micos10 ENSMUSP00000117583
1431 ENSMUSP00000052908 Micos13 Micos13 ENSMUSP00000052908
1432 ENSMUSP00000041149 Mif Mif ENSMUSP00000041149
1433 ENSMUSP00000127839 Mindy1 Mindy1 ENSMUSP00000127839
1434 ENSMUSP00000107749 Mlec Mlec ENSMUSP00000107749
1435 ENSMUSP00000095970 Mlycd Mlycd ENSMUSP00000095970
1436 ENSMUSP00000048826 Mmaa Mmaa ENSMUSP00000048826
1437 ENSMUSP00000107864 Mmab Mmab ENSMUSP00000107864
1438 ENSMUSP00000051621 Mmgt1 Mmgt1 ENSMUSP00000051621
1439 ENSMUSP00000130941 Mmut Mmut ENSMUSP00000130941
1440 ENSMUSP00000063609 Mocos Mocos ENSMUSP00000063609
1441 ENSMUSP00000133694 Mocs1 Mocs1 ENSMUSP00000133694
1442 ENSMUSP00000139355 Mocs2 Mocs2 ENSMUSP00000139355
1443 ENSMUSP00000032114 Mogs Mogs ENSMUSP00000032114
1444 ENSMUSP00000107866 Mospd2 Mospd2 ENSMUSP00000107866
1445 ENSMUSP00000122214 Mpc1 Mpc1 ENSMUSP00000122214
1446 ENSMUSP00000027853 Mpc2 Mpc2 ENSMUSP00000027853
1447 ENSMUSP00000133074 Mpdu1 Mpdu1 ENSMUSP00000133074
1448 ENSMUSP00000034856 Mpi Mpi ENSMUSP00000034856
1449 ENSMUSP00000144737 Mpp6 Mpp6 ENSMUSP00000144737
1450 ENSMUSP00000114446 Mprip Mprip ENSMUSP00000114446
1451 ENSMUSP00000155371 Mpst Mpst ENSMUSP00000155371
1452 ENSMUSP00000028045 Mrc1 Mrc1 ENSMUSP00000028045
1453 ENSMUSP00000112451 Mrpl1 Mrpl1 ENSMUSP00000112451
1454 ENSMUSP00000044417 Mrpl12 Mrpl12 ENSMUSP00000044417
1455 ENSMUSP00000024734 Mrpl14 Mrpl14 ENSMUSP00000024734
1456 ENSMUSP00000128915 Mrpl16 Mrpl16 ENSMUSP00000128915
1457 ENSMUSP00000114111 Mrpl24 Mrpl24 ENSMUSP00000114111
1458 ENSMUSP00000025014 Mrpl28 Mrpl28 ENSMUSP00000025014
1459 ENSMUSP00000031024 Mrpl33 Mrpl33 ENSMUSP00000031024
1460 ENSMUSP00000113065 Mrpl40 Mrpl40 ENSMUSP00000113065
1461 ENSMUSP00000043561 Mrpl41 Mrpl41 ENSMUSP00000043561
1462 ENSMUSP00000048078 Mrpl47 Mrpl47 ENSMUSP00000048078
1463 ENSMUSP00000007482 Mrpl49 Mrpl49 ENSMUSP00000007482
1464 ENSMUSP00000062476 Mrpl50 Mrpl50 ENSMUSP00000062476
1465 ENSMUSP00000104413 Mrpl55 Mrpl55 ENSMUSP00000104413
1466 ENSMUSP00000032840 Mrps11 Mrps11 ENSMUSP00000032840
1467 ENSMUSP00000122093 Mrps17 Mrps17 ENSMUSP00000122093
1468 ENSMUSP00000134183 Mrps18b Mrps18b ENSMUSP00000134183
1469 ENSMUSP00000035034 Mrps22 Mrps22 ENSMUSP00000035034
1470 ENSMUSP00000141978 Mrps23 Mrps23 ENSMUSP00000141978
1471 ENSMUSP00000114402 Mrps25 Mrps25 ENSMUSP00000114402
1472 ENSMUSP00000062326 Mrps27 Mrps27 ENSMUSP00000062326
1473 ENSMUSP00000022245 Mrps30 Mrps30 ENSMUSP00000022245
1474 ENSMUSP00000033934 Mrps31 Mrps31 ENSMUSP00000033934
1475 ENSMUSP00000104957 Mrps36 Mrps36 ENSMUSP00000104957
1476 ENSMUSP00000028852 Mrps5 Mrps5 ENSMUSP00000028852
1477 ENSMUSP00000053033 Mrps7 Mrps7 ENSMUSP00000053033
1478 ENSMUSP00000056855 Mrps9 Mrps9 ENSMUSP00000056855
1479 ENSMUSP00000028250 Mrrf Mrrf ENSMUSP00000028250
1480 ENSMUSP00000113071 Msn Msn ENSMUSP00000113071
1481 ENSMUSP00000147644 Msr1 Msr1 ENSMUSP00000147644
1482 ENSMUSP00000065754 Msra Msra ENSMUSP00000065754
1483 ENSMUSP00000110917 Msrb1 Msrb1 ENSMUSP00000110917
1484 ENSMUSP00000080995 mt-Atp8 mt-Atp8 ENSMUSP00000080995
1485 ENSMUSP00000080991 mt-Nd1 mt-Nd1 ENSMUSP00000080991
1486 ENSMUSP00000080992 mt-Nd2 mt-Nd2 ENSMUSP00000080992
1487 ENSMUSP00000081001 mt-Nd5 mt-Nd5 ENSMUSP00000081001
1488 ENSMUSP00000034215 Mt1 Mt1 ENSMUSP00000034215
